ratio_A,ratio_B,ratio_C,ratio_D,ratio_E,Time,crystallized,diffusion,Lewis-base,Lewis-acid,topology,halogen-bond,π-stacking,anion-π,cation-π,hydrogen-bond,adsorption,crystallized_citydistance,Gibbis  free energy ΔG,reorganization,activation-energy,exciton,dipoles,averageC_Cbondlength,max_distance,distance_functiongroup_moleculecenter,total dipole moment,α-homo,α-lumo,α-gap,main_chain_angle,polaron_Euclidean distance,bipolaron_Euclidean distance,stability
0.6,0.32,0.1,0.1,0.2,150,0.84287836,0.72432539,1.43635268,1.31767672,0.2362638,1.05116295,0.68200521,0.81526521,0.81650226,0.94168066,0.88399947,136.00713,1.0438483,0.74840373,0.69497292,0.48124669,0.53081094,4.216,12.662,6.975,6.417496184,-20.1690786,0.214969942,20.38404854,348.042,14.2406697,14.3364188,0
0.6,0.32,0.1,0.1,0.2,200,0.84287836,0.72432539,1.43635268,1.31767672,0.2362638,1.05116295,0.68200521,0.81526521,0.81650226,0.94168066,0.88399947,136.00713,1.0438483,0.74840373,0.69497292,0.48124669,0.53081094,4.216,12.662,6.975,6.417496184,-20.1690786,0.214969942,20.38404854,348.042,14.2406697,14.3364188,0
0.6,0.32,0.1,0.1,0.2,50,0.76600496,0.63257221,1.19699986,1.13798912,0.26980015,0.94327414,0.59643199,0.72681086,0.65596208,0.76560532,0.76414803,147.041096,0.85268745,0.787623,0.51132525,0.41372722,0.52369459,4.2935,10.243,4.8,6.501113614,-20.64799898,2.4027653,23.05076428,339.916,15.6077227,15.6070428,0
0.6,0.32,0.1,0.1,0.2,100,0.76600496,0.63257221,1.19699986,1.13798912,0.26980015,0.94327414,0.59643199,0.72681086,0.65596208,0.76560532,0.76414803,147.041096,0.85268745,0.787623,0.51132525,0.41372722,0.52369459,4.2935,10.243,4.8,6.501113614,-20.64799898,2.4027653,23.05076428,339.916,15.6077227,15.6070428,0
0.6,0.32,0.1,0.1,0.2,150,0.76600496,0.63257221,1.19699986,1.13798912,0.26980015,0.94327414,0.59643199,0.72681086,0.65596208,0.76560532,0.76414803,147.041096,0.85268745,0.787623,0.51132525,0.41372722,0.52369459,4.2935,10.243,4.8,6.501113614,-20.64799898,2.4027653,23.05076428,339.916,15.6077227,15.6070428,0
0.6,0.32,0.1,0.1,0.2,200,0.76600496,0.63257221,1.19699986,1.13798912,0.26980015,0.94327414,0.59643199,0.72681086,0.65596208,0.76560532,0.76414803,147.041096,0.85268745,0.787623,0.51132525,0.41372722,0.52369459,4.2935,10.243,4.8,6.501113614,-20.64799898,2.4027653,23.05076428,339.916,15.6077227,15.6070428,0
0.72,0.24,0.02,0.01,0.01,200,0.74998744,0.69298641,1.12679031,1.01100974,0.291463736,0.88996368,0.54904844,0.68044694,0.64502983,0.69927709,0.69404252,149.458378,0.79436681,0.83510915,0.51015107,0.40986721,0.54343809,4.39,12.305,4.8,6.180617057,-22.37320079,4.830020846,27.20322163,329.491,15.9458981,16.0724095,1
0.72,0.24,0.02,0.01,0.01,50,0.74998744,0.69298641,1.12679031,1.01100974,0.291463736,0.88996368,0.54904844,0.68044694,0.64502983,0.69927709,0.69404252,149.458378,0.79436681,0.83510915,0.51015107,0.40986721,0.54343809,4.39,12.305,4.8,6.180617057,-22.37320079,4.830020846,27.20322163,329.491,15.9458981,16.0724095,1
0.72,0.24,0.02,0.01,0.01,100,0.74998744,0.69298641,1.12679031,1.01100974,0.291463736,0.88996368,0.54904844,0.68044694,0.64502983,0.69927709,0.69404252,149.458378,0.79436681,0.83510915,0.51015107,0.40986721,0.54343809,4.39,12.305,4.8,6.180617057,-22.37320079,4.830020846,27.20322163,329.491,15.9458981,16.0724095,1
0.72,0.24,0.02,0.01,0.01,150,0.74998744,0.69298641,1.12679031,1.01100974,0.291463736,0.88996368,0.54904844,0.68044694,0.64502983,0.69927709,0.69404252,149.458378,0.79436681,0.83510915,0.51015107,0.40986721,0.54343809,4.39,12.305,4.8,6.180617057,-22.37320079,4.830020846,27.20322163,329.491,15.9458981,16.0724095,1
0.72,0.24,0.02,0.01,0.01,200,0.60665675,0.58339412,1.2238455,1.21044839,0.248326644,0.92939005,0.439850406,0.65122616,0.66275026,0.77605556,0.64449368,154.566264,0.8324405,0.64176142,0.36742159,0.29634837,0.4088999,4.391,9.688,7.285,8.706510241,-21.19766895,4.078986619,25.27665557,329.056,15.7676227,15.704175,1
0.72,0.24,0.02,0.01,0.01,50,0.60665675,0.58339412,1.2238455,1.21044839,0.248326644,0.92939005,0.439850406,0.65122616,0.66275026,0.77605556,0.64449368,154.566264,0.8324405,0.64176142,0.36742159,0.29634837,0.4088999,4.391,9.688,7.285,8.706510241,-21.19766895,4.078986619,25.27665557,329.056,15.7676227,15.704175,1
0.72,0.24,0.02,0.01,0.01,100,0.60665675,0.58339412,1.2238455,1.21044839,0.248326644,0.92939005,0.439850406,0.65122616,0.66275026,0.77605556,0.64449368,154.566264,0.8324405,0.64176142,0.36742159,0.29634837,0.4088999,4.391,9.688,7.285,8.706510241,-21.19766895,4.078986619,25.27665557,329.056,15.7676227,15.704175,1
0.72,0.24,0.02,0.01,0.01,150,0.60665675,0.58339412,1.2238455,1.21044839,0.248326644,0.92939005,0.439850406,0.65122616,0.66275026,0.77605556,0.64449368,154.566264,0.8324405,0.64176142,0.36742159,0.29634837,0.4088999,4.391,9.688,7.285,8.706510241,-21.19766895,4.078986619,25.27665557,329.056,15.7676227,15.704175,1
0.6,0.32,0.1,0.1,0.2,200,0.47355619,0.52403377,0.67434528,0.55350873,0.115091154,0.56050757,0.39933207,0.32402161,0.38361987,0.52870472,0.49077391,108.076718,0.43301247,0.50568731,0.31500678,0.270837785,0.30150342,3.002,8.965,1.311,3.806779924,-16.97990427,3.455845901,20.43575017,109.566,10.500716,10.7818673,0
0.72,0.24,0.02,0.01,0.01,200,0.72766815,0.9832026,1.13509113,1.06540849,0.280030526,0.90936844,0.58093633,0.56443172,0.61652704,0.67972626,0.7347561,153.253713,0.51227726,0.69170325,0.52711504,0.42755693,0.39631654,3.045,10.321,1.938,4.457689169,-21.85890561,11.27367683,18.90102806,335.817,15.55369,15.6324035,0
0.72,0.24,0.02,0.01,0.01,50,0.72766815,0.9832026,1.13509113,1.06540849,0.280030526,0.90936844,0.58093633,0.56443172,0.61652704,0.67972626,0.7347561,153.253713,0.51227726,0.69170325,0.52711504,0.42755693,0.39631654,3.045,10.321,1.938,4.457689169,-21.85890561,11.27367683,18.90102806,335.817,15.55369,15.6324035,0
0.72,0.24,0.02,0.01,0.01,100,0.72766815,0.9832026,1.13509113,1.06540849,0.280030526,0.90936844,0.58093633,0.56443172,0.61652704,0.67972626,0.7347561,153.253713,0.51227726,0.69170325,0.52711504,0.42755693,0.39631654,3.045,10.321,1.938,4.457689169,-21.85890561,11.27367683,18.90102806,335.817,15.55369,15.6324035,0
0.72,0.24,0.02,0.01,0.01,150,0.72766815,0.9832026,1.13509113,1.06540849,0.280030526,0.90936844,0.58093633,0.56443172,0.61652704,0.67972626,0.7347561,153.253713,0.51227726,0.69170325,0.52711504,0.42755693,0.39631654,3.045,10.321,1.938,4.457689169,-21.85890561,11.27367683,18.90102806,335.817,15.55369,15.6324035,0
0.6,0.32,0.1,0.1,0.2,200,0.68702554,0.63078593,1.17369428,1.05922498,0.298066724,0.98962549,0.5789476,0.78006541,0.75171976,0.93160317,0.63755663,153.71291,0.80034165,0.77005429,0.38946909,0.34448176,0.57082194,4.189,15.785,6.756,8.2937443,-21.38542751,3.681700397,25.06712791,329.676,16.7422796,16.799453,0
0.6,0.32,0.1,0.1,0.2,50,0.68702554,0.63078593,1.17369428,1.05922498,0.298066724,0.98962549,0.5789476,0.78006541,0.75171976,0.93160317,0.63755663,153.71291,0.80034165,0.77005429,0.38946909,0.34448176,0.57082194,4.189,15.785,6.756,8.2937443,-21.38542751,3.681700397,25.06712791,329.676,16.7422796,16.799453,1
0.6,0.32,0.1,0.1,0.2,100,0.68702554,0.63078593,1.17369428,1.05922498,0.298066724,0.98962549,0.5789476,0.78006541,0.75171976,0.93160317,0.63755663,153.71291,0.80034165,0.77005429,0.38946909,0.34448176,0.57082194,4.189,15.785,6.756,8.2937443,-21.38542751,3.681700397,25.06712791,329.676,16.7422796,16.799453,0
0.6,0.32,0.1,0.1,0.2,150,0.68702554,0.63078593,1.17369428,1.05922498,0.298066724,0.98962549,0.5789476,0.78006541,0.75171976,0.93160317,0.63755663,153.71291,0.80034165,0.77005429,0.38946909,0.34448176,0.57082194,4.189,15.785,6.756,8.2937443,-21.38542751,3.681700397,25.06712791,329.676,16.7422796,16.799453,0
0.72,0.24,0.02,0.01,0.01,200,0.63355025,0.78479628,1.11832675,1.06712845,0.3335554,0.87408798,0.54988318,0.60309458,0.65773914,0.67670097,0.69575331,152.674329,0.55334872,0.53834296,0.41661641,0.40030719,0.36760667,4.53,13.874,2.5185,7.138259178,-21.9432609,2.27487179,24.21813269,340.833,16.2505724,16.288744,1
0.72,0.24,0.02,0.01,0.01,50,0.63355025,0.78479628,1.11832675,1.06712845,0.3335554,0.87408798,0.54988318,0.60309458,0.65773914,0.67670097,0.69575331,152.674329,0.55334872,0.53834296,0.41661641,0.40030719,0.36760667,4.53,13.874,2.5185,7.138259178,-21.9432609,2.27487179,24.21813269,340.833,16.2505724,16.288744,1
0.72,0.24,0.02,0.01,0.01,100,0.63355025,0.78479628,1.11832675,1.06712845,0.3335554,0.87408798,0.54988318,0.60309458,0.65773914,0.67670097,0.69575331,152.674329,0.55334872,0.53834296,0.41661641,0.40030719,0.36760667,4.53,13.874,2.5185,7.138259178,-21.9432609,2.27487179,24.21813269,340.833,16.2505724,16.288744,1
0.72,0.24,0.02,0.01,0.01,150,0.63355025,0.78479628,1.11832675,1.06712845,0.3335554,0.87408798,0.54988318,0.60309458,0.65773914,0.67670097,0.69575331,152.674329,0.55334872,0.53834296,0.41661641,0.40030719,0.36760667,4.53,13.874,2.5185,7.138259178,-21.9432609,2.27487179,24.21813269,340.833,16.2505724,16.288744,1
0.6,0.32,0.1,0.1,0.2,200,0.58959708,0.88739023,1.13276155,1.00062435,0.33583795,0.85220972,0.51748774,0.57873475,0.67440751,0.73346555,0.63160587,166.78199,0.63987437,0.47127698,0.48419406,0.38877284,0.36775349,4.591,18.994,2.399,2.430523916,-22.76776587,6.710327553,29.47809342,334.461,16.8706873,16.900914,0
0.6,0.32,0.1,0.1,0.2,50,0.58959708,0.88739023,1.13276155,1.00062435,0.33583795,0.85220972,0.51748774,0.57873475,0.67440751,0.73346555,0.63160587,166.78199,0.63987437,0.47127698,0.48419406,0.38877284,0.36775349,4.591,18.994,2.399,2.430523916,-22.76776587,6.710327553,29.47809342,334.461,16.8706873,16.900914,1
0.6,0.32,0.1,0.1,0.2,100,0.58959708,0.88739023,1.13276155,1.00062435,0.33583795,0.85220972,0.51748774,0.57873475,0.67440751,0.73346555,0.63160587,166.78199,0.63987437,0.47127698,0.48419406,0.38877284,0.36775349,4.591,18.994,2.399,2.430523916,-22.76776587,6.710327553,29.47809342,334.461,16.8706873,16.900914,0
0.6,0.32,0.1,0.1,0.2,130,0.58959708,0.88739023,1.13276155,1.00062435,0.33583795,0.85220972,0.51748774,0.57873475,0.67440751,0.73346555,0.63160587,166.78199,0.63987437,0.47127698,0.48419406,0.38877284,0.36775349,4.591,18.994,2.399,2.430523916,-22.76776587,6.710327553,29.47809342,334.461,16.8706873,16.900914,0
0.6,0.32,0.1,0.1,0.2,200,0.86897412,0.70674253,1.16832628,1.07751473,0.39966478,0.88440507,0.52877475,0.54250158,0.5473422,0.7436249,0.74140477,148.708351,0.66256665,0.66797667,0.54154892,0.41089326,0.38112024,2.9535,8.544,4.442,4.943896061,-21.43712914,11.51041588,18.71599064,330.419,15.0537437,15.169278,0
0.6,0.32,0.1,0.1,0.2,50,0.86897412,0.70674253,1.16832628,1.07751473,0.39966478,0.88440507,0.52877475,0.54250158,0.5473422,0.7436249,0.74140477,148.708351,0.66256665,0.66797667,0.54154892,0.41089326,0.38112024,2.9535,8.544,4.442,4.943896061,-21.43712914,11.51041588,18.71599064,330.419,15.0537437,15.169278,0
0.6,0.32,0.1,0.1,0.2,100,0.86897412,0.70674253,1.16832628,1.07751473,0.39966478,0.88440507,0.52877475,0.54250158,0.5473422,0.7436249,0.74140477,148.708351,0.66256665,0.66797667,0.54154892,0.41089326,0.38112024,2.9535,8.544,4.442,4.943896061,-21.43712914,11.51041588,18.71599064,330.419,15.0537437,15.169278,0
0.6,0.32,0.1,0.1,0.2,150,0.86897412,0.70674253,1.16832628,1.07751473,0.39966478,0.88440507,0.52877475,0.54250158,0.5473422,0.7436249,0.74140477,148.708351,0.66256665,0.66797667,0.54154892,0.41089326,0.38112024,2.9535,8.544,4.442,4.943896061,-21.43712914,11.51041588,18.71599064,330.419,15.0537437,15.169278,0
0.72,0.24,0.02,0.01,0.01,200,0.60041419,0.54183954,0.99734231,0.88414325,0.327166818,0.83611203,0.54957164,0.58170649,0.60522752,0.75031237,0.71441116,162.677754,0.67439341,0.66367684,0.44090833,0.416189395,0.44685503,4.512,14.039,2.735,5.40522833,-23.72016435,5.493978642,29.21414299,225.308,16.4967497,16.6816068,1
0.72,0.24,0.02,0.01,0.01,50,0.60041419,0.54183954,0.99734231,0.88414325,0.327166818,0.83611203,0.54957164,0.58170649,0.60522752,0.75031237,0.71441116,162.677754,0.67439341,0.66367684,0.44090833,0.416189395,0.44685503,4.512,14.039,2.735,5.40522833,-23.72016435,5.493978642,29.21414299,225.308,16.4967497,16.6816068,1
0.72,0.24,0.02,0.01,0.01,100,0.60041419,0.54183954,0.99734231,0.88414325,0.327166818,0.83611203,0.54957164,0.58170649,0.60522752,0.75031237,0.71441116,162.677754,0.67439341,0.66367684,0.44090833,0.416189395,0.44685503,4.512,14.039,2.735,5.40522833,-23.72016435,5.493978642,29.21414299,225.308,16.4967497,16.6816068,1
0.72,0.24,0.02,0.01,0.01,150,0.60041419,0.54183954,0.99734231,0.88414325,0.327166818,0.83611203,0.54957164,0.58170649,0.60522752,0.75031237,0.71441116,162.677754,0.67439341,0.66367684,0.44090833,0.416189395,0.44685503,4.512,14.039,2.735,5.40522833,-23.72016435,5.493978642,29.21414299,225.308,16.4967497,16.6816068,1
0.72,0.24,0.02,0.01,0.01,50,0.66830397,0.65781926,1.17724256,1.11382157,0.230640558,0.89228287,0.551704626,0.54350708,0.62324865,0.68230669,0.64102943,165.044379,0.6996247,0.45780642,0.36182731,0.37189937,0.35088002,4.457,10.764,7.032,6.720753858,-20.6779315,3.189174328,23.86710583,341.013,15.7246973,15.7789195,1
0.72,0.24,0.02,0.01,0.01,100,0.66830397,0.65781926,1.17724256,1.11382157,0.230640558,0.89228287,0.551704626,0.54350708,0.62324865,0.68230669,0.64102943,165.044379,0.6996247,0.45780642,0.36182731,0.37189937,0.35088002,4.457,10.764,7.032,6.720753858,-20.6779315,3.189174328,23.86710583,341.013,15.7246973,15.7789195,1
0.72,0.24,0.02,0.01,0.01,150,0.66830397,0.65781926,1.17724256,1.11382157,0.230640558,0.89228287,0.551704626,0.54350708,0.62324865,0.68230669,0.64102943,165.044379,0.6996247,0.45780642,0.36182731,0.37189937,0.35088002,4.457,10.764,7.032,6.720753858,-20.6779315,3.189174328,23.86710583,341.013,15.7246973,15.7789195,1
0.72,0.24,0.02,0.01,0.01,200,0.66830397,0.65781926,1.17724256,1.11382157,0.230640558,0.89228287,0.551704626,0.54350708,0.62324865,0.68230669,0.64102943,165.044379,0.6996247,0.45780642,0.36182731,0.37189937,0.35088002,4.457,10.764,7.032,6.720753858,-20.6779315,3.189174328,23.86710583,341.013,15.7246973,15.7789195,1
0.6,0.32,0.1,0.1,0.2,200,0.87501718,0.73822261,1.31110691,1.15256904,0.246082174,0.94125819,0.69039407,0.64329389,0.7398776,0.77437459,0.79435791,147.573116,0.84306936,0.55714458,0.57842536,0.5119418,0.41883816,4.3345,11.872,8.0105,8.494721274,-20.77045021,-0.604092748,20.16635746,350.689,14.5194701,14.834528,0
0.72,0.24,0.02,0.01,0.01,200,0.81639844,0.62672718,1.37512642,1.19796228,0.244967334,1.17235908,0.78096455,0.90773018,0.86599171,0.92023897,0.71998264,145.790249,0.98949818,0.85446238,0.49263438,0.50559247,0.63916335,4.232,11.808,8.52,10.7457734,-20.27248186,0.462593546,20.73507541,350.389,14.7594004,14.9179962,0
0.72,0.24,0.02,0.01,0.01,50,0.81639844,0.62672718,1.37512642,1.19796228,0.244967334,1.17235908,0.78096455,0.90773018,0.86599171,0.92023897,0.71998264,145.790249,0.98949818,0.85446238,0.49263438,0.50559247,0.63916335,4.232,11.808,8.52,10.7457734,-20.27248186,0.462593546,20.73507541,350.389,14.7594004,14.9179962,0
0.72,0.24,0.02,0.01,0.01,100,0.81639844,0.62672718,1.37512642,1.19796228,0.244967334,1.17235908,0.78096455,0.90773018,0.86599171,0.92023897,0.71998264,145.790249,0.98949818,0.85446238,0.49263438,0.50559247,0.63916335,4.232,11.808,8.52,10.7457734,-20.27248186,0.462593546,20.73507541,350.389,14.7594004,14.9179962,0
0.72,0.24,0.02,0.01,0.01,150,0.81639844,0.62672718,1.37512642,1.19796228,0.244967334,1.17235908,0.78096455,0.90773018,0.86599171,0.92023897,0.71998264,145.790249,0.98949818,0.85446238,0.49263438,0.50559247,0.63916335,4.232,11.808,8.52,10.7457734,-20.27248186,0.462593546,20.73507541,350.389,14.7594004,14.9179962,0
0.72,0.24,0.02,0.01,0.01,200,0.7868654,0.65914066,1.25176338,1.10863154,0.28843135,1.0184965,0.68670918,0.78933088,0.65860918,0.71400516,0.75609769,158.578969,0.86552265,0.87460256,0.51176838,0.52739463,0.50379112,4.4725,10.649,3.445,5.486308266,-19.66838911,3.028627156,22.69701627,354.21,15.2838103,15.238988,0
0.72,0.24,0.02,0.01,0.01,50,0.7868654,0.65914066,1.25176338,1.10863154,0.28843135,1.0184965,0.68670918,0.78933088,0.65860918,0.71400516,0.75609769,158.578969,0.86552265,0.87460256,0.51176838,0.52739463,0.50379112,4.4725,10.649,3.445,5.486308266,-19.66838911,3.028627156,22.69701627,354.21,15.2838103,15.238988,0
0.72,0.24,0.02,0.01,0.01,100,0.7868654,0.65914066,1.25176338,1.10863154,0.28843135,1.0184965,0.68670918,0.78933088,0.65860918,0.71400516,0.75609769,158.578969,0.86552265,0.87460256,0.51176838,0.52739463,0.50379112,4.4725,10.649,3.445,5.486308266,-19.66838911,3.028627156,22.69701627,354.21,15.2838103,15.238988,0
0.72,0.24,0.02,0.01,0.01,150,0.7868654,0.65914066,1.25176338,1.10863154,0.28843135,1.0184965,0.68670918,0.78933088,0.65860918,0.71400516,0.75609769,158.578969,0.86552265,0.87460256,0.51176838,0.52739463,0.50379112,4.4725,10.649,3.445,5.486308266,-19.66838911,3.028627156,22.69701627,354.21,15.2838103,15.238988,0
0.6,0.32,0.1,0.1,0.2,200,0.77383118,0.75799524,1.38250277,1.25390516,0.34768866,1.03241952,0.75089009,0.85190613,0.83750993,0.85171629,0.72990166,160.251778,0.87324223,0.83861088,0.44151573,0.50651218,0.53748389,4.5305,11.235,5.7605,9.286419254,-19.87791678,3.401423131,23.27933991,344.205,15.360015,15.5298172,0
0.72,0.24,0.02,0.01,0.01,50,0.99303169,0.57900555,1.53306915,1.34834557,0.33885707,1.00879888,0.67983002,0.67650257,0.76201458,0.91063322,0.81357337,137.939157,0.94486968,0.61576019,0.72081544,0.5209711,0.46203535,4.395,13.79,6.009,3.864889691,-19.37722729,2.340179114,21.71740641,339.47,13.8784897,14.186001,0
0.6,0.32,0.1,0.1,0.2,200,0.91051849,0.72476232,1.36152175,1.29008763,0.37886157,0.98513513,0.6085183,0.58687773,0.68304428,0.87932698,0.71331082,147.221315,0.63385882,0.5885121,0.54990022,0.42431761,0.39454459,2.9515,10.267,3.118,4.053050622,-19.94594524,11.55123295,17.26562381,328.993,14.917625,15.144459,0
0.6,0.32,0.1,0.1,0.2,200,0.79899957,0.7304395,1.17295478,1.06709813,0.169108284,0.94219623,0.64940246,0.64226907,0.56987701,0.75090914,0.7308794,156.842771,0.70006099,0.7679701,0.42167697,0.40486346,0.47402925,4.2795,10.289,4.61,6.786760483,-19.34185249,0.718380565,20.06023306,344.915,15.8485928,15.8116858,1
0.6,0.32,0.1,0.1,0.2,50,0.79899957,0.7304395,1.17295478,1.06709813,0.169108284,0.94219623,0.64940246,0.64226907,0.56987701,0.75090914,0.7308794,156.842771,0.70006099,0.7679701,0.42167697,0.40486346,0.47402925,4.2795,10.289,4.61,6.786760483,-19.34185249,0.718380565,20.06023306,344.915,15.8485928,15.8116858,1
0.6,0.32,0.1,0.1,0.2,100,0.79899957,0.7304395,1.17295478,1.06709813,0.169108284,0.94219623,0.64940246,0.64226907,0.56987701,0.75090914,0.7308794,156.842771,0.70006099,0.7679701,0.42167697,0.40486346,0.47402925,4.2795,10.289,4.61,6.786760483,-19.34185249,0.718380565,20.06023306,344.915,15.8485928,15.8116858,1
0.6,0.32,0.1,0.1,0.2,150,0.79899957,0.7304395,1.17295478,1.06709813,0.169108284,0.94219623,0.64940246,0.64226907,0.56987701,0.75090914,0.7308794,156.842771,0.70006099,0.7679701,0.42167697,0.40486346,0.47402925,4.2795,10.289,4.61,6.786760483,-19.34185249,0.718380565,20.06023306,344.915,15.8485928,15.8116858,1
0.6,0.32,0.1,0.1,0.2,200,0.76174913,0.57352365,1.19881806,1.09029933,0.184671784,0.99476973,0.59454372,0.73911372,0.65471773,0.83460114,0.68012601,146.918885,0.83204524,0.89496901,0.39491247,0.35710184,0.58344202,4.165,9.45,7.986,11.04830971,-20.23438592,0.881648876,21.1160348,332.97,15.8298416,15.850693,0
0.6,0.32,0.1,0.1,0.2,160,0.76174913,0.57352365,1.19881806,1.09029933,0.184671784,0.99476973,0.59454372,0.73911372,0.65471773,0.83460114,0.68012601,146.918885,0.83204524,0.89496901,0.39491247,0.35710184,0.58344202,4.165,9.45,7.986,11.04830971,-20.23438592,0.881648876,21.1160348,332.97,15.8298416,15.850693,0
0.72,0.24,0.02,0.01,0.01,200,0.67543872,0.71104756,1.2831235,1.26945209,0.3132975,0.91907977,0.658714036,0.69102807,0.72625307,0.7214976,0.76659161,155.715901,0.70643299,0.69811426,0.43709889,0.42244358,0.48611581,4.5715,10.026,5.191,5.784224705,-19.83437856,4.141572805,23.97595137,337.451,15.3811696,15.436215,1
0.72,0.24,0.02,0.01,0.01,50,0.67543872,0.71104756,1.2831235,1.26945209,0.3132975,0.91907977,0.658714036,0.69102807,0.72625307,0.7214976,0.76659161,155.715901,0.70643299,0.69811426,0.43709889,0.42244358,0.48611581,4.5715,10.026,5.191,5.784224705,-19.83437856,4.141572805,23.97595137,337.451,15.3811696,15.436215,1
0.72,0.24,0.02,0.01,0.01,100,0.67543872,0.71104756,1.2831235,1.26945209,0.3132975,0.91907977,0.658714036,0.69102807,0.72625307,0.7214976,0.76659161,155.715901,0.70643299,0.69811426,0.43709889,0.42244358,0.48611581,4.5715,10.026,5.191,5.784224705,-19.83437856,4.141572805,23.97595137,337.451,15.3811696,15.436215,1
0.72,0.24,0.02,0.01,0.01,150,0.67543872,0.71104756,1.2831235,1.26945209,0.3132975,0.91907977,0.658714036,0.69102807,0.72625307,0.7214976,0.76659161,155.715901,0.70643299,0.69811426,0.43709889,0.42244358,0.48611581,4.5715,10.026,5.191,5.784224705,-19.83437856,4.141572805,23.97595137,337.451,15.3811696,15.436215,1
0.72,0.24,0.02,0.01,0.01,200,0.78671306,0.59077542,1.38015505,1.24167212,0.290662934,0.92958115,0.55399045,0.55364492,0.60456922,0.66362726,0.60458679,158.048943,0.76892854,0.50267109,0.48167271,0.333381185,0.312361835,4.558,10.796,4.915,4.385600715,-19.36634274,5.093971281,24.46031402,330.962,15.5530798,15.7143488,0
0.72,0.24,0.02,0.01,0.01,50,0.78671306,0.59077542,1.38015505,1.24167212,0.290662934,0.92958115,0.55399045,0.55364492,0.60456922,0.66362726,0.60458679,158.048943,0.76892854,0.50267109,0.48167271,0.333381185,0.312361835,4.558,10.796,4.915,4.385600715,-19.36634274,5.093971281,24.46031402,330.962,15.5530798,15.7143488,0
0.72,0.24,0.02,0.01,0.01,100,0.78671306,0.59077542,1.38015505,1.24167212,0.290662934,0.92958115,0.55399045,0.55364492,0.60456922,0.66362726,0.60458679,158.048943,0.76892854,0.50267109,0.48167271,0.333381185,0.312361835,4.558,10.796,4.915,4.385600715,-19.36634274,5.093971281,24.46031402,330.962,15.5530798,15.7143488,0
0.72,0.24,0.02,0.01,0.01,150,0.78671306,0.59077542,1.38015505,1.24167212,0.290662934,0.92958115,0.55399045,0.55364492,0.60456922,0.66362726,0.60458679,158.048943,0.76892854,0.50267109,0.48167271,0.333381185,0.312361835,4.558,10.796,4.915,4.385600715,-19.36634274,5.093971281,24.46031402,330.962,15.5530798,15.7143488,0
